id_empresa,cnae_descricao,cnae_4dig,situacao_desc,classe_risco,sancionada,municipio,porte_desc,opcao_simples,opcao_mei,score_risco,score_risco_v2,if_score,if_anomalia,if_score_norm,if_score_risco,dbscan_cluster,dbscan_outlier,pca_1,pca_2,score_manual_norm,score_final,ranking,classe_final
EMP_RJ_00492,Comércio varejista de combustíveis (postos),4731,Ativa,Baixo,0,5807,,,,0,2,0.14155432035373006,0,0.9337965164999511,0.0662034835000489,2,0,-0.69113041207325,0.45457182868537366,0.16666666666666666,0.08310174175002444,1303,Baixo
EMP_RJ_00493,Comércio varejista de combustíveis (postos),4731,Inapta,Alto,0,6001,,,,4,8,0.1265661257765826,0,0.8934066572530065,0.1065933427469935,4,0,-0.5343167512605607,1.5738685689621823,0.6666666666666666,0.25329667137349676,641,Baixo
EMP_RJ_00494,Comércio atacadista de combustíveis,4681,Inapta,Crítico,0,6001,,,,4,10,0.006360439925321426,0,0.5694790015754201,0.4305209984245799,-1,1,-1.4431177026477513,-0.6270823033994355,0.8333333333333334,0.6652604992122899,26,Alto
EMP_RJ_00495,Comércio varejista de combustíveis (postos),4731,Ativa,Médio,0,5877,,,,0,4,0.11769716959029741,0,0.8695067879133362,0.13049321208666376,7,0,-1.6511829329959378,-1.3306496991143826,0.3333333333333333,0.16524660604333186,930,Baixo
EMP_RJ_00496,Comércio varejista de combustíveis (postos),4731,Ativa,Médio,0,5883,,,,0,3,0.13326889820313664,0,0.9114691419291524,0.0885308580708476,2,0,-0.5484502347367518,0.24388468425667947,0.25,0.1192654290354238,1106,Baixo
EMP_RJ_00497,Comércio varejista de combustíveis (postos),4731,Inapta,Crítico,0,6001,,,,4,10,0.07488015894802169,0,0.7541244432076417,0.24587555679235829,1,0,-1.2703690499389644,0.3256785721421321,0.8333333333333334,0.37293777839617914,312,Médio
EMP_RJ_00498,Comércio varejista de combustíveis (postos),4731,Ativa,Médio,0,6001,,,,0,4,0.10418646091604955,0,0.833098425393719,0.16690157460628097,24,0,-0.309513560987939,-0.22823759722376424,0.3333333333333333,0.18345078730314046,841,Baixo
EMP_RJ_00499,Comércio varejista de combustíveis (postos),4731,Ativa,Médio,0,5871,,,,0,3,0.060693896273245396,0,0.7158956125285935,0.28410438747140654,2,0,0.6148592222132334,0.19673292403552042,0.25,0.21705219373570328,771,Baixo
EMP_RJ_00500,Comércio varejista de combustíveis (postos),4731,Ativa,Baixo,0,5867,,,,0,2,0.1584651567673282,0,0.9793674689570768,0.020632531042923175,2,0,-0.9395556043396954,-0.16078569935243486,0.16666666666666666,0.06031626552146158,1459,Baixo
EMP_RJ_00501,Comércio varejista de combustíveis (postos),4731,Ativa,Médio,0,5877,,,,3,4,0.05133288130586067,0,0.6906697539373468,0.30933024606265325,19,0,2.557887607728497,0.7987397385773878,0.3333333333333333,0.2546651230313266,631,Baixo
